state,state_abb,fips,year,year_frac,law_class,law_class_subtype,handguns_or_long_guns,age_for_minimum_age_laws,length_of_waiting_period_days_handguns,additional_context_and_notes,discrepancies,law_id
South Carolina,SC,45,2024,1,local laws preempted by state,comprehensive,handgun and long gun,NA,NA,"Exception: Code 1976 § 23-31-520:  This article does not affect the authority of any county, municipality, or political subdivision to regulate the careless or negligent discharge or public brandishment of firearms, nor does it prevent the regulation of public brandishment of firearms during the times of or a demonstrated potential for insurrection, invasions, riots, or natural disasters. This article denies any county, municipality, or political subdivision the power to confiscate a firearm or ammunition unless incident to an arrest.",NA,SC1039
South Carolina,SC,45,2024,0,firearm sales restrictions,ban on high capacity magazines – federal,handgun and long gun,NA,NA,"This subtitle and the amendments made by this subtitle—
<< 18 USCA § 921 NOTE >>
(1) shall take effect on the date of the enactment of this Act; and
(2) are repealed effective as of the date that is 10 years after that date.",NA,SC1043
South Carolina,SC,45,2024,1,minimum age,minimum age purchase - federal,long gun,21,NA,NA,NA,SC1044
South Carolina,SC,45,2024,1,minimum age,minimum age purchase - federal,handgun,18,NA,NA,NA,SC1045
South Carolina,SC,45,2024,1,minimum age,minimum age possession - federal,handgun,18,NA,NA,NA,SC1046
South Carolina,SC,45,2024,1,open carry,license required,handgun,NA,NA,NA,NA,SC1047
South Carolina,SC,45,2024,1,prohibited possessor,mental health : adjudicated as mentally incompetent//incapacitated/disabled,handgun,NA,NA,NA,NA,SC1048
South Carolina,SC,45,2024,0,firearm sales restrictions,assault weapons ban — Federal,handgun and long gun,NA,NA,NA,NA,SC1049
South Carolina,SC,45,2024,0.819672131,carrying a concealed weapon (ccw),shall issue (permit not required),handgun,NA,NA,NA,NA,SC1050
South Dakota,SD,46,2024,0,carrying a concealed weapon (ccw),may issue,handgun,NA,NA,NA,NA,SD1003
South Dakota,SD,46,2024,0,carrying a concealed weapon (ccw),shall issue,handgun,NA,NA,NA,NA,SD1004
South Dakota,SD,46,2024,0,castle doctrine,traditional,handgun and long gun,NA,NA,"See Catalfamo (2007), p. 509.",NA,SD1005
South Dakota,SD,46,2024,1,castle doctrine,stand your ground,handgun and long gun,NA,NA,NA,NA,SD1006
South Dakota,SD,46,2024,1,minimum age,youth possession,handgun,18,NA,NA,NA,SD1009
South Dakota,SD,46,2024,0,waiting period,general,handgun,NA,2,NA,NA,SD1015
South Dakota,SD,46,2024,1,waiting period,general,handgun,NA,NA,"Section now says, ""When a pistol is delivered, the pistol shall be securely wrapped and shall be unloaded. A pistol that is securely wrapped and delivered to a purchaser pursuant to this section is not a concealed weapon under § 22‚“14‚“9. A violation of this section is a Class 1 misdemeanor.""",NA,SD1016
South Dakota,SD,46,2024,1,prohibited possessor,dvro ex parte,handgun and long gun,NA,NA,This law includes a discretionary firearm surrender requirement.,NA,SD1023
South Dakota,SD,46,2024,1,carrying a concealed weapon (ccw),shall issue (permit not required),handgun,NA,NA,NA,NA,SD1027
South Dakota,SD,46,2024,0,background checks,sales from dealer : federal,handgun,NA,NA,Part of the 1994 Brady Handgun Violence Prevention Act (Interim provisions),NA,SD1031
South Dakota,SD,46,2024,1,background checks,sales from dealer : federal,handgun and long gun,NA,NA,The National Instant Criminal Background Check System (NICS) was created in 1998. The Brady Act's interim provisions  requiring background checks for handguns were struck down and replaced with the requirement to conduct background checks on all dealer sales.,NA,SD1032
South Dakota,SD,46,2024,1,local laws preempted by state,comprehensive,handgun and long gun,NA,NA,NA,NA,SD1040
South Dakota,SD,46,2024,1,firearms in K-12 educational settings,school personnel other than peace officers,handgun and long gun,NA,NA,NA,NA,SD1043
South Dakota,SD,46,2024,1,firearm removal at scene of domestic violence,authorized,handgun and long gun,NA,NA,NA,NA,SD1044
South Dakota,SD,46,2024,0,firearm sales restrictions,assault weapons ban — Federal,handgun and long gun,NA,NA,"This subtitle and the amendments made by this subtitle—
<< 18 USCA § 921 NOTE >>
(1) shall take effect on the date of the enactment of this Act; and
(2) are repealed effective as of the date that is 10 years after that date.",NA,SD1045
South Dakota,SD,46,2024,0,firearm sales restrictions,ban on high capacity magazines – federal,handgun and long gun,NA,NA,"This subtitle and the amendments made by this subtitle—
<< 18 USCA § 921 NOTE >>
(1) shall take effect on the date of the enactment of this Act; and
(2) are repealed effective as of the date that is 10 years after that date.",NA,SD1047
South Dakota,SD,46,2024,1,minimum age,minimum age purchase - federal,long gun,21,NA,NA,NA,SD1048
South Dakota,SD,46,2024,1,minimum age,minimum age purchase - federal,handgun,18,NA,NA,NA,SD1049
South Dakota,SD,46,2024,1,minimum age,minimum age possession - federal,handgun,18,NA,NA,NA,SD1050
South Dakota,SD,46,2024,0.5027322404371585,firearms in K-12 educational settings,school personnel other than peace officers,handgun and long gun,NA,NA,NA,NA,SD1051
South Dakota,SD,46,2024,1,prohibited possessor,dvro ex parte : expanded,handgun and long gun,NA,NA,This law includes a discretionary firearm surrender requirement.,NA,SD1052
Tennessee,TN,47,2024,0,background checks,private sales : point of sale,handgun,NA,NA,"This law required a ""good moral character"" check with the Sherriff. The law explicitly lists  felonies, indictments, fugitive status, and mentally ill persons among those not of such character (N.C. Gen. Stat. § 14-404).",NA,TN1001
Tennessee,TN,47,2024,1,background checks,private sales : point of sale,handgun,NA,NA,NA,NA,TN1002
Tennessee,TN,47,2024,0,background checks,sales from dealer,handgun,NA,NA,"Initial law, Tenn. Code Ann. § 39-4904(b), had 3-day waiting period. Not relevant for background check, but potentially confusing.",NA,TN1004
Tennessee,TN,47,2024,1,background checks,sales from dealer,handgun,NA,NA,NA,NA,TN1005
Tennessee,TN,47,2024,1,background checks,sales from dealer,long gun,NA,NA,NA,NA,TN1006
Tennessee,TN,47,2024,0,carrying a concealed weapon (ccw),may issue,handgun,NA,NA,NA,NA,TN1008
Tennessee,TN,47,2024,0,carrying a concealed weapon (ccw),prohibited,handgun,NA,NA,Unclear what year this law was first implemented.,NA,TN1009
Tennessee,TN,47,2024,0,carrying a concealed weapon (ccw),shall issue,handgun,NA,NA,NA,"Vernick and Hepburn (2003) state the year of implementation as 1996. Aneja, Donohue, and Zhang (2014) explain why the 1996 law is more appropriate, and we agree.",TN1010
Tennessee,TN,47,2024,0,castle doctrine,traditional,handgun and long gun,NA,NA,NA,NA,TN1011
Tennessee,TN,47,2024,0,castle doctrine,traditional,handgun and long gun,NA,NA,"See Catalfamo (2007), p. 509.",NA,TN1012
Tennessee,TN,47,2024,1,castle doctrine,stand your ground,handgun and long gun,NA,NA,NA,NA,TN1013
Tennessee,TN,47,2024,1,child access laws,"intentional, reckless, or knowing provision",handgun,NA,NA,NA,NA,TN1015
Tennessee,TN,47,2024,1,dealer license,state license requirement,handgun,NA,NA,NA,NA,TN1016
Tennessee,TN,47,2024,1,minimum age,purchase and sale,long gun,18,NA,Tenn. Code Ann. § 39-11-106(a)(23) defines minor as under 18.,NA,TN1018
Tennessee,TN,47,2024,1,open carry,license required,handgun,NA,NA,NA,NA,TN1021
Tennessee,TN,47,2024,1,open carry,limited : prohibited : loaded,long gun,NA,NA,NA,NA,TN1023
Tennessee,TN,47,2024,1,minimum age,purchase and sale,handgun,18,NA,Tenn. Code Ann. § 39-11-106(a)(23) defines minor as under 18.,NA,TN1028
Tennessee,TN,47,2024,0,permit to purchase,maximum waiting period,handgun,NA,3,NA,NA,TN1031
Tennessee,TN,47,2024,0,permit to purchase,maximum waiting period,handgun,NA,15,NA,NA,TN1032
Tennessee,TN,47,2024,1,waiting period,general,handgun,NA,NA,NA,NA,TN1033
Tennessee,TN,47,2024,1,prohibited possessor,dvro : expanded,handgun and long gun,NA,NA,This law includes a firearm surrender requirement.,NA,TN1034
Tennessee,TN,47,2024,0,background checks,sales from dealer : federal,handgun,NA,NA,Part of the 1994 Brady Handgun Violence Prevention Act (Interim provisions),NA,TN1039
Tennessee,TN,47,2024,1,background checks,sales from dealer : federal,handgun and long gun,NA,NA,The National Instant Criminal Background Check System (NICS) was created in 1998. The Brady Act's interim provisions  requiring background checks for handguns were struck down and replaced with the requirement to conduct background checks on all dealer sales.,NA,TN1040
Tennessee,TN,47,2024,1,firearm removal at scene of domestic violence,required,handgun and long gun,NA,NA,NA,NA,TN1045
Tennessee,TN,47,2024,1,firearms in college/university,public and private : possession prohibited,long gun,NA,NA,NA,NA,TN1047
Tennessee,TN,47,2024,1,firearms in college/university,public and private : CCW not allowed,handgun,NA,NA,Exception for nonstudent adults in a vehicle and for employees.,NA,TN1048
Tennessee,TN,47,2024,1,firearms in college/university,public and private : possession prohibited,handgun,NA,NA,NA,NA,TN1049
Tennessee,TN,47,2024,1,local laws preempted by state,comprehensive,handgun and long gun,NA,NA,"Law amended in 2017 to provide additional sanction: civil liability.

Exceptions: (b) A city, county, town, municipality or metropolitan government is expressly authorized to regulate by ordinance, resolution, policy, rule or other enactment the following:

(1) The carrying of firearms by employees or independent contractors of the city, county, town municipality or metropolitan government when acting in the course and scope of their employment or contract, except as otherwise provided in § 39-17-1313;

(2) The discharge of firearms within the boundaries of the applicable city, county, town, municipality or metropolitan government, except when and where the discharge of a firearm is expressly authorized or permitted by state law;

(3) The location of a sport shooting range, except as otherwise provided in §§ 39-17-316 and 13-3-412. To the extent that a city, county, town, municipality, or metropolitan government has or enforces any regulation of privately owned or operated sport shooting ranges, the city, county, town, municipality, or metropolitan government shall not impose greater restrictions or requirements on privately owned or operated ranges than are applicable to any range located within the same unit of local government and owned or operated by a government entity. A party may challenge any regulation of a sport shooting range that violates this subdivision (b)(3) in the manner described in subsection (g); and

(4) The enforcement of any state or federal law pertaining to firearms, ammunition, or components of firearms or ammunition, or combinations thereof.",NA,TN1051
Tennessee,TN,47,2024,1,firearms in K-12 educational settings,school personnel other than peace officers,handgun and long gun,NA,NA,NA,NA,TN1054
Tennessee,TN,47,2024,1,carrying a concealed weapon (ccw),shall issue (permit not required),handgun,NA,NA,NA,NA,TN1055
Tennessee,TN,47,2024,0,firearm sales restrictions,assault weapons ban — Federal,handgun and long gun,NA,NA,"This subtitle and the amendments made by this subtitle—
<< 18 USCA § 921 NOTE >>
(1) shall take effect on the date of the enactment of this Act; and
(2) are repealed effective as of the date that is 10 years after that date.",NA,TN1056
Tennessee,TN,47,2024,0,firearm sales restrictions,ban on high capacity magazines – federal,handgun and long gun,NA,NA,"This subtitle and the amendments made by this subtitle—
<< 18 USCA § 921 NOTE >>
(1) shall take effect on the date of the enactment of this Act; and
(2) are repealed effective as of the date that is 10 years after that date.",NA,TN1058
Tennessee,TN,47,2024,1,local laws preempted by state,comprehensive - punitive,handgun and long gun,NA,NA,"Law amended in 2017 to provide additional sanction: civil liability.

Exceptions: (b) A city, county, town, municipality or metropolitan government is expressly authorized to regulate by ordinance, resolution, policy, rule or other enactment the following:

(1) The carrying of firearms by employees or independent contractors of the city, county, town municipality or metropolitan government when acting in the course and scope of their employment or contract, except as otherwise provided in § 39-17-1313;

(2) The discharge of firearms within the boundaries of the applicable city, county, town, municipality or metropolitan government, except when and where the discharge of a firearm is expressly authorized or permitted by state law;

(3) The location of a sport shooting range, except as otherwise provided in §§ 39-17-316 and 13-3-412. To the extent that a city, county, town, municipality, or metropolitan government has or enforces any regulation of privately owned or operated sport shooting ranges, the city, county, town, municipality, or metropolitan government shall not impose greater restrictions or requirements on privately owned or operated ranges than are applicable to any range located within the same unit of local government and owned or operated by a government entity. A party may challenge any regulation of a sport shooting range that violates this subdivision (b)(3) in the manner described in subsection (g); and

(4) The enforcement of any state or federal law pertaining to firearms, ammunition, or components of firearms or ammunition, or combinations thereof.",NA,TN1059
Tennessee,TN,47,2024,1,minimum age,minimum age purchase - federal,long gun,21,NA,NA,NA,TN1060
Tennessee,TN,47,2024,1,minimum age,minimum age purchase - federal,handgun,18,NA,NA,NA,TN1061
Tennessee,TN,47,2024,1,minimum age,minimum age possession - federal,handgun,18,NA,NA,NA,TN1062
Tennessee,TN,47,2024,1,prohibited possessor,mental health : committed to mh facility,handgun and long gun,NA,NA,NA,NA,TN1063
Tennessee,TN,47,2024,0.5027322404371585,firearms in K-12 educational settings,school personnel other than peace officers,handgun and long gun,NA,NA,NA,NA,TN1064
Tennessee,TN,47,2024,1,minimum age,youth possession,handgun,18,NA,"Exceptions for hunting, sporting, adult supervision and parental consent",NA,TN1065
